8714.88, -0.161198, -0.285015, 0.73643, 0.804401, 0.587072, -0.00708533, -0.0907456, 0.00760045, 0.603419, 0.677077, -0.0324337, 0.977013, 0.172915, 0.120392
# 8714.88,0.310592,0.945769,0.0951496,-0.161198,0.943197,-0.294223,-0.154311,-0.285015,-0.117947,0.137673,-0.98343,0.73643,0,0,0,1,0.000459709,-0.00240926,-0.000452023,9.42607e-08,-3.31476e-07,-3.12818e-07,1.08629e-11,3.78356e-12,-1.2207e-12,-0.968908,-0.0217413,-0.246465,0.00760045,-0.105011,0.938097,0.33007,0.603419,0.224032,0.345689,-0.911213,0.677077,0,0,0,1,-0.00564839,0.00665137,0.00325524,-1.93865e-08,-8.76792e-08,-1.77209e-07,3.76614e-12,2.58924e-12,6.72637e-13
9896.87, -0.160683, -0.287823, 0.735905, 0.804174, 0.587448, -0.00755541, -0.0902884, 0.00100884, 0.611224, 0.680869, -0.0385157, 0.97665, 0.173665, 0.120463
# 9896.87,0.309695,0.946185,0.0939278,-0.160683,0.943457,-0.293506,-0.154092,-0.287823,-0.118231,0.136338,-0.983582,0.735905,0,0,0,1,0.000456801,-0.0024071,-0.000449972,3.05733e-07,-1.06031e-07,-2.19908e-07,-4.73487e-12,2.6868e-11,9.26246e-12,-0.968011,-0.0333926,-0.248677,0.00100884,-0.117073,0.936714,0.32994,0.611224,0.221922,0.348499,-0.910659,0.680869,0,0,0,1,-0.00565328,0.0066513,0.00323975,-1.29046e-07,1.4407e-07,-1.06216e-06,5.88457e-11,4.19006e-11,-1.27918e-12
11051.9, -0.160201, -0.290507, 0.735383, 0.803997, 0.587756, -0.00798622, -0.0898244, -0.00543374, 0.618936, 0.684549, -0.0446801, 0.976239, 0.174427, 0.120565
# 11051.9,0.308959,0.946542,0.0927477,-0.160201,0.943673,-0.29295,-0.153825,-0.290507,-0.118431,0.135049,-0.983736,0.735383,0,0,0,1,0.000450731,-0.00239543,-0.000448833,6.83667e-07,5.66779e-07,1.33824e-07,-8.75471e-11,1.00341e-10,2.81901e-11,-0.966936,-0.0451774,-0.250987,-0.00543374,-0.129296,0.935158,0.329792,0.618936,0.219813,0.351339,-0.910079,0.684549,0,0,0,1,-0.00563794,0.00663905,0.00321218,-1.41211e-07,9.51755e-07,-3.13455e-06,2.89925e-10,2.1539e-10,-2.06224e-11
12233.9, -0.1596, -0.293097, 0.734912, 0.803819, 0.588064, -0.00850278, -0.0893508, -0.0117022, 0.626473, 0.68812, -0.0508052, 0.975796, 0.175188, 0.120623
# 12233.9,0.308217,0.946913,0.0914186,-0.1596,0.943874,-0.292395,-0.153644,-0.293097,-0.118757,0.133643,-0.983888,0.734912,0,0,0,1,0.000459236,-0.00236579,-0.000439948,-1.08978e-06,1.58384e-06,1.61546e-06,-3.50218e-10,9.5679e-11,1.24256e-10,-0.965738,-0.0568875,-0.253208,-0.0117022,-0.141414,0.933456,0.329639,0.626473,0.217606,0.354152,-0.909519,0.68812,0,0,0,1,-0.00559946,0.00660434,0.00317312,-2.23498e-07,1.71581e-06,-6.10813e-06,7.23179e-10,6.17196e-10,-2.0081e-11
13450.2, -0.172797, -0.297734, 0.74332, 0.795633, 0.600252, -0.0013236, -0.0816309, -0.0286589, 0.631064, 0.702754, -0.0571924, 0.975295, 0.175973, 0.120674
# 13450.2,0.279392,0.955377,0.095892,-0.172797,0.954945,-0.266068,-0.131486,-0.297734,-0.100104,0.128308,-0.986669,0.74332,0,0,0,1,-0.00134176,-0.00259802,0.000722414,-3.01113e-05,-0.000635099,0.000759831,7.78613e-09,1.31135e-08,1.15143e-08,-0.964334,-0.0690883,-0.255514,-0.0286589,-0.15403,0.931525,0.329447,0.631064,0.215257,0.357054,-0.908943,0.702754,0,0,0,1,-0.0069489,0.00615424,0.00457233,-8.26318e-07,2.53413e-06,-1.0235e-05,-1.38317e-08,-3.21382e-10,9.82e-09
