# Augmented data file with coordinate frame info.
8714.88,  -0.161198,  -0.285015,  0.73643,  0.804401,  0.587072,  -0.00708533,  -0.0907456,  0.00760045,  0.603419,  0.677077,  -0.0324337,  0.977013,  0.172915,  0.120392, 0.3, 0.283730710836, 0.0285448677989, 0.282959155399, -0.0882669090548, -0.0462932947806, -0.0353842072836, 0.0413017734997, -0.295029017862, 0.3, -0.00652233715419, -0.0739396802411, -0.0315034319247, 0.281429078032, 0.0990212493096, 0.0672097535561, 0.103706958088, -0.273363706207
9896.87,  -0.160683,  -0.287823,  0.735905,  0.804174,  0.587448,  -0.00755541,  -0.0902884,  0.00100884,  0.611224,  0.680869,  -0.0385157,  0.97665,  0.173665,  0.120463, 0.3, 0.283855528865, 0.0281783239009, 0.283036929853, -0.0880517227975, -0.0462275940516, -0.0354693606421, 0.0409015017487, -0.295074552631, 0.3, -0.0100176954316, -0.0746034444971, -0.0351219550467, 0.2810141966, 0.0989821680047, 0.0665768460224, 0.104549830643, -0.273197467935
11051.9,  -0.160201,  -0.290507,  0.735383,  0.803997,  0.587756,  -0.00798622,  -0.0898244,  -0.00543374,  0.618936,  0.684549,  -0.0446801,  0.976239,  0.174427,  0.120565, 0.3, 0.283962710588, 0.0278243461273, 0.283101882109, -0.0878847817812, -0.0461474753085, -0.0355294186259, 0.0405147396248, -0.295120680884, 0.3, -0.0135532044358, -0.0752962330721, -0.0387889641872, 0.280547338303, 0.0989373904454, 0.065944130312, 0.105401620578, -0.273023570515
12233.9,  -0.1596,  -0.293097,  0.734912,  0.803819,  0.588064,  -0.00850278,  -0.0893508,  -0.0117022,  0.626473,  0.68812,  -0.0508052,  0.975796,  0.175188,  0.120623, 0.3, 0.284074015132, 0.0274255724706, 0.283162339003, -0.0877183244027, -0.0460932243862, -0.0356272068628, 0.0400930104982, -0.295166482922, 0.3, -0.0170662896336, -0.0759623607086, -0.0424243386376, 0.280036792703, 0.0988917095793, 0.0652818043366, 0.106245642219, -0.272855547006
13450.2,  -0.172797,  -0.297734,  0.74332,  0.795633,  0.600252,  -0.0013236,  -0.0816309,  -0.0286589,  0.631064,  0.702754,  -0.0571924,  0.975295,  0.175973,  0.120674, 0.3, 0.286613096571, 0.0287676156083, 0.28648344054, -0.0798202913288, -0.0394456510745, -0.0300313358067, 0.0384922585222, -0.296000785309, 0.3, -0.0207264571871, -0.0766542387917, -0.0462088956743, 0.279457519975, 0.0988343689714, 0.0645770571707, 0.10711633163, -0.272682773906
14706.4,  -0.174264,  -0.300096,  0.743953,  0.79506,  0.601114,  -0.00152974,  -0.0808658,  -0.035325,  0.637164,  0.70728,  -0.0635849,  0.974736,  0.176777,  0.120816, 0.3, 0.286827222421, 0.0284359958782, 0.286678778052, -0.0792736225901, -0.039127624209, -0.0298954778886, 0.0380241665213, -0.296075029616, 0.3, -0.0243726025145, -0.0774024374423, -0.0500015925317, 0.278824110023, 0.0987773071829, 0.0639140189601, 0.107995795829, -0.272492029725
15958.3,  -0.175315,  -0.302081,  0.744581,  0.794459,  0.602012,  -0.00177636,  -0.080088,  -0.0403641,  0.642002,  0.710722,  -0.0699634,  0.974137,  0.177606,  0.120906, 0.3, 0.287049442053, 0.0280815928226, 0.286878724044, -0.0787006541842, -0.0388175826349, -0.029775085705, 0.0375343156103, -0.296149657138, 0.3, -0.0280081854534, -0.0781229625687, -0.0537765446504, 0.278136737197, 0.0987321561948, 0.0632118578936, 0.108882950773, -0.272302706657
17289.2,  -0.17689,  -0.304305,  0.74496,  0.793817,  0.602974,  -0.0019269,  -0.0792082,  -0.0430913,  0.644931,  0.712698,  -0.076692,  0.973451,  0.178493,  0.121044, 0.3, 0.28728197424, 0.027738507386, 0.287098822837, -0.0780892109457, -0.0384231838826, -0.0295740332261, 0.0370289401742, -0.2962334116, 0.3, -0.0318302412013, -0.0789116396456, -0.0577568514808, 0.277355149688, 0.0986826582977, 0.0624848560334, 0.109822387002, -0.272093156988
18723.6,  -0.209201,  -0.315457,  0.765737,  0.786415,  0.613442,  0.00436428,  -0.0722576,  -0.0664929,  0.641558,  0.738426,  -0.0838983,  0.972696,  0.179301,  0.121143, 0.3, 0.289262826993, 0.0286547935252, 0.289641249929, -0.0710806161679, -0.0324883416727, -0.0245362305888, 0.0357010213455, -0.296855874901, 0.3, -0.0359318552306, -0.0797269439611, -0.0619971048096, 0.276487357348, 0.0985449147441, 0.0616753014498, 0.110741333775, -0.271905340486
20033.6,  -0.213706,  -0.31717,  0.767313,  0.78478,  0.615692,  0.00483485,  -0.0708497,  -0.064966,  0.638731,  0.737852,  -0.090778,  0.971861,  0.180306,  0.121391, 0.3, 0.28970432238, 0.0284495509358, 0.290115379857, -0.0695420572833, -0.0315748102036, -0.0238963956449, 0.0351469467099, -0.296974164553, 0.3, -0.039801624337, -0.0806057595726, -0.0660666425806, 0.275549472314, 0.0985275953511, 0.0609643872623, 0.111751147679, -0.271652396415
